_id	style	bib	resBib	author	bookTitle	container	date	doi	edition	editor	journal	location	pages	publisher	title	translator	url	volume	total
5ab9ab5325f15f355762988e	diatom-research	Allen R. B. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen R. B.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	33.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	34.0	
5ab9ab5325f15f355762988e	annual-reviews-author-date	Allen RB. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine. 17(11/12): 	{:author=>"Allen RB.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine.", :url=>"17(11/12):"}	40.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-music-technology-and-education	 Allen, R. B. (2011), 'Weaving Content with Coordination Widgets', D-Lib Magazine, 17:11/12 https://doi.org/10.1045/november2011-allen 	{:author=>"Allen, R. B.", :date=>"(2011),", :title=>"'Weaving Content with Coordination Widgets', D-Lib", :journal=>"Magazine,", :volume=>"17: 11/12", :url=>"https://doi.org/10.1045/november2011-allen"}	33.5	-	-	0.000	-	-	-	50	-	-	-	18	-	-	78	35.9	
5ab9ab5325f15f355762988e	journal-of-antimicrobial-chemotherapy	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011; 17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine", :date=>"2011; 17.", :note=>"Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	-	-	50	-	-	-	-	-	-	-	28	-	-	-	46.0	
5ab9ab5325f15f355762988e	culture-medicine-and-psychiatry	Allen, Robert B. 2011 Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine. Retrieved. from https://doi.org/10.1045/november2011-allen. 	{:author=>"Allen, Robert B.", :date=>"2011", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1045/november2011-allen."}	5.0	-	-	0.000	-	-	-	-	-	-	-	51	-	-	-	18.666666666666668	
5ab9ab5325f15f355762988e	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALLEN, Robert B. Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine. v. 17, n. 11/12, 2011. Disponível em: <https://doi.org/10.1045/november2011-allen>. 	{:author=>"ALLEN, Robert B.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine.", :journal=>"v.", :volume=>"17, n. 11/12,", :date=>"2011.", :note=>"Disponível em: <https://doi.org/10.1045/november2011-allen>."}	45.0	-	-	0.000	-	-	-	100	-	-	-	45	-	-	85	55.0	
5ab9ab5325f15f355762988e	memorias-do-instituto-oswaldo-cruz	Allen RB 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen RB", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	47.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	37.5	
5ab9ab5325f15f355762988e	veterinary-pathology	1. Allen RB. Weaving Content with Coordination Widgets. 2011;17.  	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets.", :date=>"2011;17."}	60.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	35.0	
5ab9ab5325f15f355762988e	the-journal-of-molecular-diagnostics	1.Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine, 2011, 17 	{:author=>"1.Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :journal=>"Magazine,", :volume=>"2011,", :pages=>"17"}	53.0	-	-	-	-	-	-	50	-	-	-	15	-	-	80	49.5	
5ab9ab5325f15f355762988e	computer-und-recht	Allen, Weaving Content with Coordination Widgets, 2011 	{:author=>"Allen,", :title=>"Weaving Content with Coordination Widgets,", :date=>"2011"}	67.0	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-the-american-college-of-cardiology	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011;17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 2011;17. Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	80	-	-	-	-	-	-	-	-	-	15	-	-	-	51.666666666666664	
5ab9ab5325f15f355762988e	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Allen R.B., 2011. Weaving Content with Coordination Widgets. D-Lib Magazine, 17 (11/12): , doi: 10.1045/november2011-allen 	{:author=>"Allen R.B.,", :date=>["2011.", "( 11/12):"], :title=>"Weaving Content with Coordination Widgets.", :journal=>"D-Lib Magazine,", :volume=>"17", :location=>",", :doi=>"doi: 10.1045/november2011-allen"}	40.0	-	-	0.000	16	-	-	7	5ab9b92b25f15f355762ea20	diatom-research	Alon N. & Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N. & Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	annual-reviews-author-date	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52: 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52:"}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	journal-of-music-technology-and-education	 Alon, N. and Fischer, E. (1999), 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb., 52 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999),", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.,", :volume=>"52"}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	0	15.26666666666667	
5ab9b92b25f15f355762ea20	journal-of-antimicrobial-chemotherapy	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999; 52. 	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;", :pages=>"52."}	52.5	-	-	20	-	-	-	11	-	-	-	1	-	-	-	21.125	
5ab9b92b25f15f355762ea20	culture-medicine-and-psychiatry	Alon, Noga, and Eldar Fischer 1999 Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. Ars Comb. 	{:author=>"Alon, Noga, and Eldar Fischer", :date=>"1999", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 52. Ars Comb."}	27.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	-	22.25	
5ab9b92b25f15f355762ea20	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALON, Noga; FISCHER, Eldar. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb. v. 52, 1999. 	{:author=>"ALON, Noga; FISCHER, Eldar.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb. v.", :volume=>"52,", :date=>"1999."}	82.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	33	35.4	
5ab99f2425f15f3557623b84	the-journal-of-parasitology	Schwartz, D. G., and Te’eni, D. (Eds.). 2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. 	{:editor=>"Schwartz, D. G., and Te’eni, D. (Eds.).", :date=>"2011.", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global."}	-	1000.0	-	-	-	0.000	-	-	100.0000	-	-	-	9	-	2	-	-	-	335.3333333333333	
5ab99f2425f15f3557623b84	biochemical-society-transactions	[1]Schwartz DG, Te’eni D, editors. (2011) Encyclopedia of Knowledge Management, Second Edition [Internet]. IGI Global; 2011. Available from: https://doi.org/10.4018/978-1-59904-931-1 	{:author=>"[1]Schwartz DG, Te’eni D, editors.", :date=>["(2011)", "2011."], :title=>"Encyclopedia of Knowledge Management, Second Edition [Internet]. IGI Global;", :accessed=>"Available from:", :url=>"https://doi.org/10.4018/978-1-59904-931-1"}	77.33333333333333	-	-	0.000	-	-	-	-	-	-	-	32	-	-	-	36.44444444444444	
5ab99f2425f15f3557623b84	asian-journal-of-neurosurgery	1. Schwartz DG, Te’eni D, editors. Encyclopedia of Knowledge Management, Second Edition [Internet]. IGI Global; 2011. Available from: https://doi.org/10.4018/978-1-59904-931-1 	{:author=>"1. Schwartz DG,", :title=>"Te’eni D, editors. Encyclopedia of Knowledge Management, Second Edition [Internet]. IGI Global;", :date=>"2011.", :accessed=>"Available from:", :url=>"https://doi.org/10.4018/978-1-59904-931-1"}	43.0	-	-	0.000	-	-	-	-	-	-	-	45	-	-	-	29.333333333333332	
5ab99f2425f15f3557623b84	nuclear-receptor-signaling	Schwartz, D. G. & Te’eni, D. (2011) Encyclopedia of Knowledge Management, Second Edition (D. G. Schwartz & D. Te’eni) IGI Global). 10.4018/978-1-59904-931-1 	{:author=>"Schwartz, D. G. & Te’eni, D.", :date=>"(2011)", :title=>"Encyclopedia of Knowledge Management, Second Edition (D. G.", :journal=>"Schwartz & D. Te’eni) IGI Global).", :pages=>"10.4018/978-1-59904-931-1"}	47.25	-	-	0.000	-	-	-	-	-	-	-	12	-	-	-	19.75	
5ab99f2425f15f3557623b84	sist02	(1)Encyclopedia of Knowledge Management, Second Edition. IGI Global, 2011, ISBN9781599049311. https://doi.org/10.4018/978-1-59904-931-1. 	{:date=>"(1)Encyclopedia", :title=>"of Knowledge Management, Second Edition.", :journal=>"IGI Global,", :volume=>"2011,", :pages=>"ISBN9781599049311. https://doi.org/10.4018/978-1-59904-931-1."}	-	1000.0	-	-	100	-	-	-	-	-	-	-	27	-	-	-	375.6666666666667	
5ab99f2425f15f3557623b84	spanish-legal	Schwartz, D. G.; Te’eni, D. (eds.), Encyclopedia of Knowledge Management, Second Edition, IGI Global, 2011, fecha de consulta en https://doi.org/10.4018/978-1-59904-931-1. 	{:author=>"Schwartz, D. G.; Te’eni, D.", :title=>["(eds.), Encyclopedia of Knowledge Management, Second Edition, IGI Global,", "fecha de consulta en"], :date=>"2011,", :url=>"https://doi.org/10.4018/978-1-59904-931-1."}	62.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	30.333333333333332	
5ab99f2425f15f3557623b84	uludag-universitesi-sosyal-bilimler-enstitusu-ilahiyat-fakultesi-full-note	SCHWARTZ David G., Dov TE’ENI, (ed.), Encyclopedia of Knowledge Management, Second Edition, IGI Global, 2011. 	{:author=>"SCHWARTZ David G.,", :title=>"Dov TE’ENI, (ed.), Encyclopedia of Knowledge Management, Second Edition,", :publisher=>"IGI Global,", :date=>"2011."}	88.0	-	-	0.000	-	-	-	-	-	-	9	-	28	-	-	-	31.25	
5ab99f2425f15f3557623b84	french1	[1]SCHWARTZ D. G., TE’ENI D., ÉD. Encyclopedia of Knowledge Management, Second Edition [En ligne]. [s.l.] : IGI Global, 2011. Disponible sur : < https://doi.org/10.4018/978-1-59904-931-1 >ISBN : 9781599049311. 	{:producer=>"[1]SCHWARTZ D. G., TE’ENI D., ÉD.", :title=>["Encyclopedia of Knowledge Management, Second Edition [En ligne]. [s.l.] : IGI Global,", "Disponible sur : <"], :date=>"2011.", :url=>["https://doi.org/10.4018/978-1-59904-931-1", ": 9781599049311."], :isbn=>">ISBN"}	-	1000.0	-	-	0.000	-	-	-	-	-	-	-	39	-	-	-	346.3333333333333	
5ab99f2425f15f3557623b84	international-journal-of-food-science-and-technology	Schwartz, D.G. & Te’eni, D. (Eds.). (2011). Encyclopedia of Knowledge Management, Second Edition. IGI Global. 	{:editor=>"Schwartz, D.G. & Te’eni, D. (Eds.).", :date=>"(2011).", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global."}	-	1000.0	-	-	-	0.000	-	-	100.0000	-	-	-	9	-	2	-	-	-	335.3333333333333	
5ab99f2425f15f3557623b84	ksce-journal-of-civil-engineering	Schwartz, D.G., and Te’eni, D. (Eds.) (2011). Encyclopedia of Knowledge Management, Second Edition, IGI Global. 	{:author=>"Schwartz, D.G., and Te’eni, D. (Eds.)", :date=>"(2011).", :title=>"Encyclopedia of Knowledge Management,", :publisher=>"Second Edition, IGI Global."}	52.5	-	-	0.000	-	-	-	-	-	-	63	-	29	-	-	-	36.125	
5ab99f2425f15f3557623b84	gastrointestinal-intervention	1.Schwartz DG., Te’eni D. Encyclopedia of Knowledge Management, Second Edition. IGI Global; 2011. 	{:author=>"1.Schwartz DG., Te’eni D.", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global;", :date=>"2011."}	35.5	-	-	0.000	-	-	-	-	-	-	9	-	2	-	-	-	11.625	
5ab99f2425f15f3557623b84	mimesis-edizioni	D. G. Schwartz, D. Te’eni (dir.), Encyclopedia of Knowledge Management, Second Edition, IGI Global 2011 	{:author=>"D. G. Schwartz, D.", :title=>"Te’eni (dir.), Encyclopedia of Knowledge Management, Second Edition,", :publisher=>"IGI Global", :date=>"2011"}	84.0	-	-	0.000	-	-	-	-	-	-	0	-	24	-	-	-	27.0	
5ab99f2425f15f3557623b84	byzantina-symmeikta	1.Encyclopedia of Knowledge Management, Second Edition, ed by D. G. Schwartz - D. Te’eni 2011, . 	{:title=>"1.Encyclopedia of Knowledge Management,", :editor=>"Second Edition, ed by D. G. Schwartz - D. Te’eni", :date=>"2011,", :unknown=>"."}	-	1000.0	-	-	0.000	-	-	100.0000	-	-	-	-	33	-	-	-	224.1	
5ab99f2425f15f3557623b84	mycologia	Schwartz DG, Te’eni D, eds. 2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. 	{:author=>"Schwartz DG,", :title=>["Te’eni D, eds.", "Encyclopedia of Knowledge Management, Second Edition."], :date=>"2011.", :publisher=>"IGI Global."}	27.0	-	-	0.000	-	-	-	-	-	-	9	-	87	-	-	-	30.75	
5ab99f2425f15f3557623b84	the-open-university-a251	Schwartz, D. G. and Te’eni, D. (eds.) (2011) Encyclopedia of Knowledge Management, Second Edition, IGI Global. [online] https://doi.org/10.4018/978-1-59904-931-1. 	{:author=>"Schwartz, D. G. and Te’eni, D.", :date=>"(eds.) (2011)", :title=>"Encyclopedia of Knowledge Management, Second Edition,", :journal=>"IGI Global. [online]", :pages=>"https://doi.org/10.4018/978-1-59904-931-1."}	60.666666666666664	-	-	50	-	-	-	-	-	-	-	2	-	-	-	37.55555555555555	
5ab99f2425f15f3557623b84	journal-of-field-ornithology	Schwartz, D.G. and D. Te’eni (eds) [online]. 2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. 	{:author=>"Schwartz, D.G. and D.", :title=>"Te’eni (eds) [online]. 2011. Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global."}	68.0	-	-	-	-	-	-	-	-	-	9	-	37	-	-	-	38.0	
5ab99f2425f15f3557623b84	mcgill-en	Schwartz, David G & Dov Te’eni, eds. Encyclopedia of Knowledge Management, Second Edition (IGI Global, 2011). 	{:author=>"Schwartz, David G & Dov", :title=>"Te’eni, eds. Encyclopedia of Knowledge Management,", :publisher=>"Second Edition (IGI Global,", :date=>"2011)."}	40.666666666666664	-	-	0.000	-	-	-	-	-	-	63	-	54	-	-	-	39.416666666666664	
5ab99f2425f15f3557623b84	journal-of-the-electrochemical-society	1. D. G. Schwartz and D. Te’eni, Eds., Encyclopedia of Knowledge Management, Second Edition, IGI Global, (2011) https://doi.org/10.4018/978-1-59904-931-1. 	{:author=>"1. D. G. Schwartz and D. Te’eni,", :booktitle=>"Eds., Encyclopedia of Knowledge Management, Second Edition, IGI Global,", :date=>"(2011)", :pages=>"https://doi.org/10.4018/978-1-59904-931-1."}	74.0	27	-	0.000	-	-	-	-	-	-	-	-	-	-	-	33.666666666666664	
5ab99f2425f15f3557623b84	journal-of-cellular-and-molecular-medicine	[1]Schwartz DG, Te’eni D, editors. Encyclopedia of Knowledge Management, Second Edition. IGI Global; 2011. 	{:title=>"[1]Schwartz DG, Te’eni D, editors. Encyclopedia of Knowledge Management, Second Edition.", :journal=>"IGI Global;", :date=>"2011."}	-	1000.0	-	-	0.000	-	-	-	-	-	-	-	41	-	-	-	347.0	
5ab99f2425f15f3557623b84	onderstepoort-journal-of-veterinary-research	Schwartz, D.G. & Te’eni, D. (eds.), 2011, Encyclopedia of Knowledge Management, Second Edition, IGI Global, from https://doi.org/10.4018/978-1-59904-931-1. 	{:author=>"Schwartz, D.G. & Te’eni, D.", :date=>"(eds.), 2011,", :title=>"Encyclopedia of Knowledge Management, Second Edition,", :accessed=>"IGI Global, from", :url=>"https://doi.org/10.4018/978-1-59904-931-1."}	50.5	-	-	50	-	-	-	-	-	-	-	2	-	-	-	34.166666666666664	
5ab99f2425f15f3557623b84	technische-universitat-dresden-betriebswirtschaftslehre-logistik-author-date	Schwartz, D. G. / Te’eni, D. [eds.] (2011): Encyclopedia of Knowledge Management, Second Edition. IGI Global, 2011. <https://doi.org/10.4018/978-1-59904-931-1>. 	{:author=>"Schwartz, D. G.", :date=>["/", "2011):", "2011."], :editor=>"Te’eni, D. [eds.] (", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :journal=>"IGI Global,", :pages=>"<https://doi.org/10.4018/978-1-59904-931-1>."}	71.5	-	-	100	-	-	100.0000	-	-	-	-	2	-	-	-	234.9	
5ab99f2425f15f3557623b84	european-journal-of-immunology	1. Schwartz DG, Te’eni D eds. Encyclopedia of Knowledge Management, Second Edition. IGI Global; 2011. Available at: https://doi.org/10.4018/978-1-59904-931-1.DOI: 10.4018/978-1-59904-931-1. 	{:author=>"1. Schwartz DG,", :title=>["Te’eni D eds. Encyclopedia of Knowledge Management, Second Edition.", "Available at:"], :journal=>"IGI Global;", :date=>"2011.", :url=>"https://doi.org/", :pages=>"10.4018/978-1-59904-931-1.DOI: 10.4018/978-1-59904-931-1."}	43.0	-	-	0.000	-	-	-	-	-	-	-	22	-	-	-	21.666666666666668	
5ab99f2425f15f3557623b84	european-journal-of-soil-science	Schwartz, D.G., & Te’eni, D. (Eds). 2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. 	{:author=>"Schwartz, D.G., & Te’eni, D. (Eds).", :date=>"2011.", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global."}	55.0	-	-	0.000	-	-	-	-	-	-	9	-	2	-	-	-	16.5	
5ab99f2425f15f3557623b84	universitas-negeri-semarang-fakultas-matematika-dan-ilmu-pengetahuan-alam	Schwartz, D.G. & Te’eni, D. ed., 2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. Tersedia di https://doi.org/10.4018/978-1-59904-931-1. 	{:author=>"Schwartz, D.G. & Te’eni, D.", :edition=>"ed.,", :date=>"2011.", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :journal=>"IGI Global. Tersedia di", :url=>"https://doi.org/10.4018/978-1-59904-931-1."}	50.5	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	17.5	
5ab99f2425f15f3557623b84	cornea	1. Schwartz DG, Te’eni D, eds. Encyclopedia of Knowledge Management, Second Edition. IGI Global; 2011. doi:10.4018/978-1-59904-931-1. 	{:author=>"1. Schwartz DG,", :title=>"Te’eni D, eds. Encyclopedia of Knowledge Management, Second Edition.", :journal=>"IGI Global;", :date=>"2011.", :doi=>"doi:10.4018/978-1-59904-931-1."}	43.0	-	-	0.000	17	-	-	-	-	-	-	24	-	-	-	21.0	
5ab99f2425f15f3557623b84	restoration-ecology	Schwartz DG, Te’eni D, eds. (2011) Encyclopedia of Knowledge Management, Second Edition. IGI Global 	{:author=>"Schwartz DG,", :title=>["Te’eni D, eds.", "Encyclopedia of Knowledge Management, Second Edition."], :date=>"(2011)", :publisher=>"IGI Global"}	27.0	-	-	0.000	-	-	-	-	-	-	0	-	87	-	-	-	28.5	
5ab99f2425f15f3557623b84	statistika-statistics-and-economy-journal	SCHWARTZ, D.G., TE’ENI, D.eds. Encyclopedia of Knowledge Management, Second Edition [online]. IGI Global, 2011. <doi:10.4018/978-1-59904-931-1>. 	{:author=>"SCHWARTZ, D.G., TE’ENI, D.eds.", :title=>"Encyclopedia of Knowledge Management, Second Edition [online]. IGI Global,", :date=>"2011.", :pages=>"<doi:10.4018/978-1-59904-931-1>."}	80.0	-	-	0.000	-	-	-	-	-	-	-	30	-	-	-	36.666666666666664	
5ab99f2425f15f3557623b84	sociedade-brasileira-de-computacao	Schwartz, D. G. and Te’eni, D. [Eds.] (2011). Encyclopedia of Knowledge Management, Second Edition. IGI Global.  	{:author=>"Schwartz, D. G. and Te’eni, D. [Eds.]", :date=>"(2011).", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global."}	60.666666666666664	-	-	0.000	-	-	-	-	-	-	9	-	2	-	-	-	17.916666666666664	
5ab99f2425f15f3557623b84	american-society-for-microbiology	1.  2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. 	{:author=>"1.", :date=>"2011.", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global."}	100.0	-	-	0.000	-	-	-	-	-	-	9	-	2	-	-	-	27.75	
5ab99f2425f15f3557623b84	the-journal-of-hellenic-studies	Schwartz, D.G. and Te’eni, D. (eds) (2011) Encyclopedia of Knowledge Management, Second Edition 	{:author=>"Schwartz, D.G. and Te’eni, D.", :date=>"(eds) (2011)", :booktitle=>"Encyclopedia of Knowledge Management,", :publisher=>"Second Edition"}	60.333333333333336	29	-	50	-	-	-	-	-	-	93	-	-	-	-	-	58.083333333333336	
5ab99f2425f15f3557623b84	quaderni-degli-avogadro-colloquia	[1]Encyclopedia of Knowledge Management, Second Edition. IGI Global, 2011. 	{:title=>"[1]Encyclopedia of Knowledge Management, Second Edition.", :publisher=>"IGI Global,", :date=>"2011."}	-	1000.0	-	-	0.000	-	-	-	-	-	-	9	-	7	-	-	-	254.0	
5ab99f2425f15f3557623b84	archeologies-et-sciences-de-lantiquite	Schwartz D.G. et Te’eni D. (dir.), 2011. Encyclopedia of Knowledge Management, Second Edition, [s.l.] : IGI Global, 2011, ISBN: 9781599049311 <DOI: 10.4018/978-1-59904-931-1. URL: https://doi.org/10.4018/978-1-59904-931-1>. 	{:author=>"Schwartz D.G. et Te’eni D.", :date=>"(dir.), 2011.", :title=>"Encyclopedia of Knowledge Management, Second Edition, [s.l.] :", :producer=>"IGI Global, 2011, ISBN: 9781599049311 <DOI: 10.4018/978-1-59904-931-1.", :url=>"URL: https://doi.org/10.4018/978-1-59904-931-1>."}	69.0	-	-	50	-	-	-	-	-	-	-	16	-	-	-	45.0	
5ab99f2425f15f3557623b84	harvard-the-university-of-sheffield-school-of-east-asian-studies	Schwartz, David G. and Te’eni, Dov (Eds.) (2011), Encyclopedia of Knowledge Management, Second Edition. IGI Global. available at https://doi.org/10.4018/978-1-59904-931-1  	{:author=>"Schwartz, David G. and Te’eni, Dov (Eds.)", :date=>"(2011),", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :note=>"IGI Global. available at", :url=>"https://doi.org/10.4018/978-1-59904-931-1"}	53.333333333333336	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	18.444444444444446	
5ab99f2425f15f3557623b84	iso690-numeric-fr	1. SCHWARTZ, David G. et TE’ENI, Dov (éd.). Encyclopedia of Knowledge Management, Second Edition [en ligne]. IGI Global, 2011. ISBN 9781599049311. Disponible à l’adresse : https://doi.org/10.4018/978-1-59904-931-1 	{:author=>"1. SCHWARTZ, David G. et TE’ENI,", :title=>["Dov (éd.). Encyclopedia of Knowledge Management, Second Edition [en ligne]. IGI Global,", "Disponible à l’adresse"], :date=>["2011.", "9781599049311."], :isbn=>"ISBN", :url=>": https://doi.org/10.4018/978-1-59904-931-1"}	94.5	-	-	0.000	-	-	-	-	-	-	-	40	-	-	-	44.833333333333336	
5ab99f2425f15f3557623b84	the-journal-of-the-acoustical-society-of-america	Schwartz, D. G., and Te’eni, D. (Eds.) (2011). Encyclopedia of Knowledge Management, Second Edition, IGI Global. doi:10.4018/978-1-59904-931-1 	{:editor=>"Schwartz, D. G., and Te’eni, D. (Eds.)", :date=>"(2011).", :title=>"Encyclopedia of Knowledge Management, Second Edition, IGI Global.", :doi=>"doi:10.4018/978-1-59904-931-1"}	-	1000.0	-	-	-	0.000	14	-	100.0000	-	-	-	-	20	-	-	-	339.1666666666667	
5ab99f2425f15f3557623b84	ambio	Schwartz, D. G., and D. Te’eni, ed. 2011. Encyclopedia of Knowledge Management, Second Edition. IGI Global. doi:10.4018/978-1-59904-931-1. 	{:editor=>"Schwartz, D. G., and D. Te’eni, ed.", :date=>"2011.", :title=>"Encyclopedia of Knowledge Management, Second Edition.", :journal=>"IGI Global.", :doi=>"doi:10.4018/978-1-59904-931-1."}	-	1000.0	-	-	-	0.000	17	-	100.0000	-	-	-	-	2	-	-	-	336.6666666666667	
5ab99f2425f15f3557623b84	iso690-author-date-es	SCHWARTZ, D.G. y TE’ENI, D. (eds.), 2011. Encyclopedia of Knowledge Management, Second Edition [en línea]. S.l.: IGI Global. ISBN 9781599049311. Disponible en: https://doi.org/10.4018/978-1-59904-931-1.  	{:author=>"SCHWARTZ, D.G.", :title=>["y", "Encyclopedia of Knowledge Management, Second Edition [en línea]. S.l.: IGI Global."], :editor=>"TE’ENI, D. (eds.),", :date=>"2011.", :isbn=>"ISBN 9781599049311.", :note=>"Disponible en:", :url=>"https://doi.org/10.4018/978-1-59904-931-1."}	92.0	-	-	0.000	-	-	100.0000	-	-	-	-	98	-	-	-	238.2	
